Date of deployment,Time,Date of collection,Time,Camera number,Location (OS coordinates),Species,Count,Habitat Lv.1,Habitat Lv.2,Habitat Lv.3,Observer,Confirmed by,Any other comments
21/05/2017,14:50,28/05/2017,03:07,2,SU 42176 15239,Red Fox,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,07:09,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,08:25,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,08:35,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,08:43,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,12:29,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,18:54,2,SU 42176 15239,Hedgehog,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,19:04,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,19:34,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,28/05/2017,20:58,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,05:58,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,07:46,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,13:17,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,14:40,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,16:24,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,18:30,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,29/05/2017,23:58,2,SU 42176 15239,Domestic Cat,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,07:25,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,08:02,2,SU 42176 15239,Grey Squirrel,2,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,09:16,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,10:06,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
21/05/2017,14:50,30/05/2017,10:26,2,SU 42176 15239,Grey Squirrel,1,Woodland,Mixed,Sparse shrub layer,"OM,CB,JM, FM, GH",,
