"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"4374","03/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4375","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4376","20/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:36",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4377","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:30",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4378","18/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:52",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4379","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:52",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4380","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4381","13/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:28",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4382","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:15",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4383","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4384","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4385","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4386","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:12",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4387","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:04",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4388","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4389","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4390","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4391","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:39",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4392","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:25",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4393","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:52",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4394","01/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4395","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4396","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4397","18/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:41",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4398","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:30",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4399","13/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:51",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4400","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4401","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:20",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4402","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:17",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4403","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:11",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4404","18/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:52",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4405","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4406","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4407","22/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:36",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4408","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:39",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4409","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4410","01/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4411","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:42",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4412","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:48",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4413","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4414","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:12",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4415","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:59",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4416","20/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:54",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4417","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4418","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4419","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:53",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4420","20/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:26",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4421","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4422","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4423","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4424","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4425","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","00:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4426","20/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:20",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4427","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:25",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4428","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:45",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4429","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4430","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:12",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4431","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:01",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4432","08/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4433","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4434","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4435","09/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:32",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4436","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:06",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4437","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:30",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4438","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:08",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4439","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:59",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4440","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:04",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4441","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4442","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:32",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4443","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:02",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4444","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:14",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4445","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4446","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:27",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4447","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:39",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4448","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4449","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4450","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4451","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:52",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4452","03/06/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:38",NA,1,"Alive","SK 7029 5188","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","jun"
"4453","10/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:21",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4454","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:54",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4455","31/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:12",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4456","13/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4457","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:33",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4458","05/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4459","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:56",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4460","22/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4461","29/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:03",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4462","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:20",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4463","15/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:46",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4464","03/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4465","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:14",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4466","28/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:53",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4467","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:15",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4468","09/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:47",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4469","12/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4470","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4471","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4472","13/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:10",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4473","10/05/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:49",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"4474","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4475","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4476","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:23",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4477","02/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:26",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4478","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4479","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4480","10/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:35",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4481","28/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:56",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4482","30/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","23:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4483","17/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4484","15/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:56",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4485","08/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4486","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:36",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4487","08/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","18:51",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4488","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:58",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4489","30/03/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","19:00",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"4490","28/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","21:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4491","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","22:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4492","29/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:12",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","apr"
"4493","19/04/2017","Soprano pipistrelle bat","Pipistrellus pygmaeus","20:45",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","apr"
