"","Date","Species","latin","Time","Weather","Count","Alive.Dead","Location..OS.coordinates.","Habitat.Lv.1","Habitat.Lv.2","Habitat.Lv.3","Observer","Method","Any.other.comments","team","loc","month"
"3659","19/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3660","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:56",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3661","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:23",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3662","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:01",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3663","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:01",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3664","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3665","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3666","09/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:33",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3667","01/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3668","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:12",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3669","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3670","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:20",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3671","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3672","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3673","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:21",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3674","19/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:44",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3675","19/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:46",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3676","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:28",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3677","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:13",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3678","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3679","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:24",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3680","05/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3681","17/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:26",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3682","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3683","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:40",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3684","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3685","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3686","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:45",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3687","25/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","19:19",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3688","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:50",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3689","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:47",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3690","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:54",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3691","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:55",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3692","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:18",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3693","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:59",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3694","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:19",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3695","29/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:10",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3696","29/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:11",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3697","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:51",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3698","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:55",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3699","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:56",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3700","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:20",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3701","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3702","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:23",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3703","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:11",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3704","22/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:39",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3705","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:12",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3706","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:13",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3707","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:31",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3708","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:02",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3709","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:05",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3710","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:09",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3711","10/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","20:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3712","23/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:04",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3713","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:37",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3714","13/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:43",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3715","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:31",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3716","14/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:52",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3717","05/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:38",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3718","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:32",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3719","20/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3720","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:34",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3721","25/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3722","27/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:41",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3723","21/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:08",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3724","17/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","22:58",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3725","26/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","00:52",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3726","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","21:42",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
"3727","10/03/2017","Common pipistrelle bat","Pipistrellus pipistrellus","18:57",NA,1,"Alive","SK 7044 5150","Waterbodies","Pond","Banks vegetated, high/medium banks","HL","Passive Anabat detector",NA,"brb","nott","mar"
"3728","12/05/2017","Common pipistrelle bat","Pipistrellus pipistrellus","23:29",NA,1,"Alive","SK 6982 5205","Woodland","Mixed","Moderate shrub layer, moderate field layer, plantation","HL","Passive Anabat detector",NA,"brb","nott","may"
